Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
155197337,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155198750,0000038A,false,Rx,0,8,45,45,06,00,04,00,00,00,
155198986,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155207011,00000200,false,Tx,0,8,00,00,00,00,80,10,0A,9A,
155207219,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155207463,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155208678,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155208756,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155217110,00000200,false,Tx,0,8,00,00,00,00,80,10,0C,9C,
155217331,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155217552,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155218759,00000389,false,Rx,0,8,A8,00,00,45,45,00,00,00,
155219015,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155226962,00000200,false,Tx,0,8,00,00,00,00,80,10,0E,9E,
155227161,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155227409,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155227625,00000523,false,Tx,0,8,60,00,60,00,00,00,00,00,
155228747,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155229027,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155237032,00000200,false,Tx,0,8,00,00,00,00,80,10,10,80,
155237245,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155237290,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155239039,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155247156,00000200,false,Tx,0,8,00,00,00,00,80,10,12,82,
155247366,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155247606,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155248753,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155249074,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155257312,00000200,false,Tx,0,8,00,00,00,00,80,10,14,84,
155257492,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155257740,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155258588,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155266988,00000200,false,Tx,0,8,00,00,00,00,80,10,16,86,
155267182,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155267451,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155268575,00000670,false,Rx,0,8,30,11,18,15,E6,1B,00,01,
155268665,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155268820,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155269062,000004DD,false,Rx,0,8,00,00,00,00,00,00,00,00,
155269148,000004D5,false,Rx,1,8,00,00,0D,08,0D,29,29,1B,
155269312,000004DE,false,Rx,0,8,00,00,19,00,00,C0,1F,00,
155269387,0000051F,false,Rx,1,8,00,00,1A,1B,00,00,00,00,
155269554,000004E0,false,Rx,0,8,59,01,59,01,00,00,00,0A,
155269640,000005A6,false,Rx,1,8,00,00,00,00,00,00,00,00,
155269804,0000051E,false,Rx,0,8,00,00,00,00,00,00,00,00,
155269890,000005A7,false,Rx,1,8,00,00,00,00,01,00,00,00,
155270044,00000542,false,Rx,0,8,0F,01,30,00,00,00,00,00,
155270129,00000620,false,Rx,1,8,22,73,00,00,00,00,1A,1B,
155270285,00000588,false,Rx,0,8,18,0D,00,B2,02,19,09,01,
155270370,00000671,false,Rx,1,8,19,00,AE,AE,00,00,18,0D,
155270526,00000597,false,Rx,0,8,05,00,00,00,00,00,00,00,
155270759,000005AD,false,Rx,0,8,AE,AE,00,00,1A,1B,00,0C,
155270999,000005AE,false,Rx,0,8,D4,11,19,0D,2B,00,09,01,
155271227,000005F1,false,Rx,0,8,9C,13,18,0D,00,00,B2,02,
155277820,00000200,false,Tx,0,8,00,00,00,00,80,10,18,88,
155278011,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155278704,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155278175,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155288673,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155288563,00000200,false,Tx,0,8,00,00,00,00,80,10,1A,8A,
155288725,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155288895,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155288751,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155297963,00000200,false,Tx,0,8,00,00,00,00,80,10,1C,8C,
155298115,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155298881,0000038A,false,Rx,0,8,45,45,06,00,04,00,00,00,
155298319,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155299014,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155307122,00000200,false,Tx,0,8,00,00,00,00,80,10,1E,8E,
155307258,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155307402,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155308532,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155308756,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155317219,00000200,false,Tx,0,8,00,00,00,00,80,10,00,90,
155317343,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155317440,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155318789,00000389,false,Rx,0,8,A7,00,00,45,45,00,00,00,
155319131,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155326987,00000200,false,Tx,0,8,00,00,00,00,80,10,02,92,
155327203,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155327468,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155327688,00000523,false,Tx,0,8,60,00,60,00,00,00,00,01,
155328749,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155329040,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155337468,00000200,false,Tx,0,8,00,00,00,00,80,10,04,94,
155337719,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155337948,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155339002,00000569,false,Rx,0,8,AA,C0,80,02,00,00,00,00,
155339225,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155346927,00000200,false,Tx,0,8,00,00,00,00,80,10,06,96,
155347145,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155347367,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155348750,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155349027,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155357025,00000200,false,Tx,0,8,00,00,00,00,80,10,08,98,
155357225,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155357502,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155358709,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155358757,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
155366964,00000200,false,Tx,0,8,00,00,00,00,80,10,0A,9A,
155367186,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155367401,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155368578,00000670,false,Rx,0,8,FE,10,E6,14,E6,1B,00,01,
155368616,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155368811,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155369063,000004DD,false,Rx,0,8,00,00,00,00,00,00,00,00,
155369097,000004D5,false,Rx,1,8,00,00,0D,08,0D,29,29,1B,
155369304,000004DE,false,Rx,0,8,00,00,19,00,00,C0,1F,00,
155369338,0000051F,false,Rx,1,8,00,00,1A,1B,00,00,00,00,
155369555,000004E0,false,Rx,0,8,59,01,59,01,00,00,00,0A,
155369589,000005A6,false,Rx,1,8,00,00,00,00,00,00,00,00,
155369795,0000051E,false,Rx,0,8,00,00,00,00,00,00,00,00,
155369839,000005A7,false,Rx,1,8,00,00,00,00,01,00,00,00,
155370045,00000542,false,Rx,0,8,0F,01,30,00,00,00,00,00,
155370080,00000620,false,Rx,1,8,0C,73,00,00,00,00,1A,1B,
155370276,00000588,false,Rx,0,8,18,0D,00,B2,02,19,09,01,
155370320,00000671,false,Rx,1,8,19,00,AE,AE,00,00,18,0D,
155370527,00000597,false,Rx,0,8,85,00,00,00,00,00,00,00,
155370760,000005AD,false,Rx,0,8,AE,AE,00,00,1A,1B,00,22,
155370989,000005AE,false,Rx,0,8,D5,11,19,0D,2B,00,09,01,
155371227,000005F1,false,Rx,0,8,9C,13,18,0D,00,00,B2,02,
155377068,00000200,false,Tx,0,8,00,00,00,00,80,10,0C,9C,
155377312,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155377500,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155378710,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155378757,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
155387139,00000200,false,Tx,0,8,00,00,00,00,80,10,0E,9E,
155387362,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155387620,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155388747,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155388867,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155398755,0000038A,false,Rx,0,8,45,45,06,00,04,00,00,00,
155398990,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155408512,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155408473,00000200,false,Tx,0,8,00,00,00,00,80,10,10,80,
155408732,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155408981,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155408756,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155416923,00000200,false,Tx,0,8,00,00,00,00,80,10,12,82,
155417116,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155417353,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155418758,00000389,false,Rx,0,8,A8,00,00,45,45,00,00,00,
155419024,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155427034,00000200,false,Tx,0,8,00,00,00,00,80,10,14,84,
155427332,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155427521,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155428752,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155429042,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155437139,00000200,false,Tx,0,8,00,00,00,00,80,10,16,86,
155437384,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155437487,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155437538,00000523,false,Tx,0,8,60,00,60,00,00,00,00,02,
155439204,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155446974,00000200,false,Tx,0,8,00,00,00,00,80,10,18,88,
155447210,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155447394,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155448756,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155449032,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155457045,00000200,false,Tx,0,8,00,00,00,00,80,10,1A,8A,
155457270,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155457533,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155458766,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155466932,00000200,false,Tx,0,8,00,00,00,00,80,10,1C,8C,
155467157,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155467377,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155468583,00000670,false,Rx,0,8,CC,10,B4,14,E6,1B,00,01,
155468597,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155468815,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155469073,000004DD,false,Rx,0,8,00,00,00,00,00,00,00,00,
155469087,000004D5,false,Rx,1,8,00,00,0D,08,0D,29,29,1B,
155469314,000004DE,false,Rx,0,8,00,00,19,00,00,C0,1F,00,
155469328,0000051F,false,Rx,1,8,00,00,1A,1B,00,00,00,00,
155469556,000005A6,false,Rx,1,8,00,00,00,00,00,00,00,00,
155469577,000004E0,false,Rx,0,8,59,01,59,01,00,00,00,0A,
155469804,0000051E,false,Rx,0,8,00,00,00,00,00,00,00,00,
155469819,000005A7,false,Rx,1,8,00,00,00,00,01,00,00,00,
155470055,00000542,false,Rx,0,8,0F,01,30,00,00,00,00,00,
155470070,00000620,false,Rx,1,8,22,73,00,00,00,00,1A,1B,
155470285,00000588,false,Rx,0,8,18,0D,00,B2,02,19,09,01,
155470299,00000671,false,Rx,1,8,19,00,AE,AE,00,00,18,0D,
155470526,00000597,false,Rx,0,8,05,00,00,00,00,00,00,00,
155470759,000005AD,false,Rx,0,8,AE,AE,00,00,1A,1B,00,0C,
155470997,000005AE,false,Rx,0,8,35,11,19,0D,2B,00,09,01,
155471235,000005F1,false,Rx,0,8,9C,13,18,0D,00,00,B2,02,
155477007,00000200,false,Tx,0,8,00,00,00,00,80,10,1E,8E,
155477243,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155477474,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155478677,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155487580,00000200,false,Tx,0,8,00,00,00,00,80,10,00,90,
155487767,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155487955,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155488711,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155488756,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155497027,00000200,false,Tx,0,8,00,00,00,00,80,10,02,92,
155497191,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155497483,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155498755,0000038A,false,Rx,0,8,45,45,06,00,04,00,00,00,
155498991,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155507026,00000200,false,Tx,0,8,00,00,00,00,80,10,04,94,
155507222,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155507517,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155508714,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155508752,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155517593,00000200,false,Tx,0,8,00,00,00,00,80,10,06,96,
155517801,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155517993,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155518826,00000389,false,Rx,0,8,A7,00,00,45,45,00,00,00,
155519231,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155527009,00000200,false,Tx,0,8,00,00,00,00,80,10,08,98,
155527218,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155527492,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155528756,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155529044,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155537603,00000200,false,Tx,0,8,00,00,00,00,80,10,0A,9A,
155537848,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155538112,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155538883,00000569,false,Rx,0,8,AA,C0,80,02,00,00,00,00,
155538415,00000523,false,Tx,0,8,60,00,60,00,00,00,00,03,
155539028,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155539336,00000664,false,Rx,0,8,02,83,06,32,F3,00,00,00,
155547755,00000200,false,Tx,0,8,00,00,00,00,80,10,0C,9C,
155547926,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155548095,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155548849,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155549045,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155557802,00000200,false,Tx,0,8,00,00,00,00,80,10,0E,9E,
155558554,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155558003,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155558265,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155558793,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
155559017,00000663,false,Rx,0,8,00,39,34,38,31,41,31,35,
155567299,00000200,false,Tx,0,8,00,00,00,00,80,10,10,80,
155567528,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155567719,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155568526,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155568738,000004DD,false,Rx,0,8,00,00,00,00,00,00,00,00,
155568970,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155569012,000004D5,false,Rx,1,8,00,00,0D,08,0D,29,29,1B,
155569217,000004DE,false,Rx,0,8,00,00,19,00,00,C0,1F,00,
155569459,000004E0,false,Rx,0,8,59,01,59,01,00,00,00,0A,
155569504,0000051F,false,Rx,1,8,00,00,1A,1B,00,00,00,00,
155569711,0000051E,false,Rx,0,8,00,00,00,00,00,00,00,00,
155569757,000005A6,false,Rx,1,8,00,00,00,00,00,00,00,00,
155569952,00000542,false,Rx,0,8,0F,01,30,00,00,00,00,00,
155570007,000005A7,false,Rx,1,8,00,00,00,00,01,00,00,00,
155570192,00000588,false,Rx,0,8,18,0D,00,B2,02,19,09,01,
155570246,00000620,false,Rx,1,8,0C,73,00,00,00,00,1A,1B,
155570431,00000597,false,Rx,0,8,85,00,00,00,00,00,00,00,
155570486,00000671,false,Rx,1,8,19,00,AE,AE,00,00,18,0D,
155570667,000005AD,false,Rx,0,8,AE,AE,00,00,1A,1B,00,0C,
155570905,000005AE,false,Rx,0,8,34,11,19,0D,2B,00,09,01,
155571143,000005F1,false,Rx,0,8,9C,13,18,0D,00,00,B2,02,
155571372,00000670,false,Rx,0,8,9A,10,82,14,E6,1B,00,01,
155576964,00000200,false,Tx,0,8,00,00,00,00,80,10,12,82,
155577189,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155577409,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155578758,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
155578870,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155587060,00000200,false,Tx,0,8,00,00,00,00,80,10,14,84,
155587308,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155587512,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155588728,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155588765,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155596977,00000200,false,Tx,0,8,00,00,00,00,80,10,16,86,
155597164,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155597364,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155598756,0000038A,false,Rx,0,8,45,45,06,00,04,00,00,00,
155598992,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155608523,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155607946,00000200,false,Tx,0,8,00,00,00,00,80,10,18,88,
155608281,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155608495,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155608756,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155616980,00000200,false,Tx,0,8,00,00,00,00,80,10,1A,8A,
155617205,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155617425,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155618758,00000389,false,Rx,0,8,A7,00,00,45,45,00,00,00,
155619026,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155626998,00000200,false,Tx,0,8,00,00,00,00,80,10,1C,8C,
155627192,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155627392,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155628754,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155629042,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155637179,00000200,false,Tx,0,8,00,00,00,00,80,10,1E,8E,
155637338,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155637527,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155637690,00000523,false,Tx,0,8,60,00,60,00,00,00,00,00,
155639200,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155648761,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155649028,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155658539,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155659267,00000200,false,Tx,0,8,00,00,00,00,80,10,00,90,
155659475,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155659717,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155666981,00000200,false,Tx,0,8,00,00,00,00,80,10,02,92,
155667184,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155667419,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155668583,00000670,false,Rx,0,8,68,10,50,14,E6,1B,00,01,
155668631,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155668818,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155669070,000004DD,false,Rx,0,8,00,00,00,00,00,00,00,00,
155669114,000004D5,false,Rx,1,8,00,00,0D,08,0D,29,29,1B,
155669310,000004DE,false,Rx,0,8,00,00,19,00,00,C0,1F,00,
155669364,0000051F,false,Rx,1,8,00,00,1A,1B,00,00,00,00,
155669552,000004E0,false,Rx,0,8,59,01,59,01,00,00,00,0A,
155669607,000005A6,false,Rx,1,8,00,00,00,00,00,00,00,00,
155669803,0000051E,false,Rx,0,8,00,00,00,00,00,00,00,00,
155669857,000005A7,false,Rx,1,8,00,00,00,00,01,00,00,00,
155670053,00000542,false,Rx,0,8,0F,01,30,00,00,00,00,00,
155670097,00000620,false,Rx,1,8,22,73,00,00,00,00,1A,1B,
155670282,00000588,false,Rx,0,8,18,0D,00,B2,02,19,09,01,
155670337,00000671,false,Rx,1,8,19,00,AE,AE,00,00,18,0D,
155670535,00000597,false,Rx,0,8,05,00,00,00,00,00,00,00,
155670768,000005AD,false,Rx,0,8,AE,AE,00,00,1A,1B,00,0C,
155670996,000005AE,false,Rx,0,8,D6,11,19,0D,2B,00,09,01,
155671235,000005F1,false,Rx,0,8,9C,13,18,0D,00,00,B2,02,
155676945,00000200,false,Tx,0,8,00,00,00,00,80,10,04,94,
155677174,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155677403,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155678861,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155687205,00000200,false,Tx,0,8,00,00,00,00,80,10,06,96,
155687508,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155687641,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155688662,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155688855,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155696961,00000200,false,Tx,0,8,00,00,00,00,80,10,08,98,
155697185,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155697403,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155698755,0000038A,false,Rx,0,8,45,45,06,00,04,00,00,00,
155699002,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155707040,00000200,false,Tx,0,8,00,00,00,00,80,10,0A,9A,
155707239,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155707504,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155708714,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155708752,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155716973,00000200,false,Tx,0,8,00,00,00,00,80,10,0C,9C,
155717272,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155717472,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155718754,00000389,false,Rx,0,8,A7,00,00,45,45,00,00,00,
155719030,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155726966,00000200,false,Tx,0,8,00,00,00,00,80,10,0E,9E,
155727156,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155727373,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155728759,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155729045,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155737055,00000200,false,Tx,0,8,00,00,00,00,80,10,10,80,
155737364,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155737613,000002F0,false,Tx,1,8,01,00,00,00,00,00,40,41,
155738761,00000569,false,Rx,0,8,AA,C0,80,02,00,00,00,00,
155739134,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155747156,00000200,false,Tx,0,8,00,00,00,00,80,10,12,82,
155747347,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155747584,000002F0,false,Tx,1,8,01,00,00,00,00,00,41,40,
155747797,00000523,false,Tx,0,8,60,00,60,00,00,00,00,01,
155748786,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155749056,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155757229,00000200,false,Tx,0,8,00,00,00,00,80,10,14,84,
155757446,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155757713,000002F0,false,Tx,1,8,01,00,00,00,00,00,42,43,
155758570,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155758761,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
155767270,00000200,false,Tx,0,8,00,00,00,00,80,10,16,86,
155767577,000002A1,false,Tx,1,8,00,00,00,00,00,00,FF,02,
155767795,000002F0,false,Tx,1,8,01,00,00,00,00,00,43,42,
155768531,000001FF,false,Rx,1,8,01,00,00,00,00,00,00,00,
155768788,000004DD,false,Rx,0,8,00,00,00,00,00,00,00,00,
155769023,00000377,false,Rx,0,8,00,00,00,05,45,45,45,20,
155769037,000004D5,false,Rx,1,8,00,00,0D,08,0D,29,29,1B,
155769267,000004DE,false,Rx,0,8,00,00,19,00,00,C0,1F,00,
155769515,000004E0,false,Rx,0,8,59,01,59,01,00,00,00,0A,
155769531,0000051F,false,Rx,1,8,00,00,1A,1B,00,00,00,00,
155769757,000005A6,false,Rx,1,8,00,00,00,00,00,00,00,00,
155769779,0000051E,false,Rx,0,8,00,00,00,00,00,00,00,00,
155770006,00000542,false,Rx,0,8,0F,01,30,00,00,00,00,00,
155770020,000005A7,false,Rx,1,8,00,00,00,00,01,00,00,00,
155770247,00000588,false,Rx,0,8,18,0D,00,B2,02,19,09,01,
155770261,00000620,false,Rx,1,8,0C,73,00,00,00,00,1A,1B,
155770486,00000597,false,Rx,0,8,85,00,00,00,00,00,00,00,
155770500,00000671,false,Rx,1,8,19,00,AE,AE,00,00,18,0D,
155770711,000005AD,false,Rx,0,8,AE,AE,00,00,1A,1B,00,22,
155770939,000005AE,false,Rx,0,8,D7,11,19,0D,2B,00,09,01,
155771178,000005F1,false,Rx,0,8,9C,13,18,0D,00,00,B2,02,
155771416,00000670,false,Rx,0,8,36,10,1E,14,E6,1B,00,01,
